Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
regulation of transcription of nucleolar large rRNA by RNA polymerase I (GO:1901836),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,MTOR
response to X-ray (GO:0010165),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,ANXA1
positive regulation of T-helper cell differentiation (GO:0045624),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,ANXA1
microvillus organization (GO:0032528),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,RAP1B
protein localization to kinetochore (GO:0034501),1/14,0.03715538012271022,0.09354294887262274,0,0,28.93033381712627,95.25736807729456,CDK1
positive regulation of MAPK cascade (GO:0043410),3/274,0.03780273406569888,0.09421973513671256,0,0,4.270675059691773,13.98805740891038,FGA;MAP2K1;ERBB2
inorganic cation transmembrane transport (GO:0098662),3/274,0.03780273406569888,0.09421973513671256,0,0,4.270675059691773,13.98805740891038,KCNB1;KCNA2;KCNA3
activation of protein kinase activity (GO:0032147),2/114,0.03802332442060594,0.09421973513671256,0,0,6.811126373626373,22.269355743844745,PRKACG;MTOR
positive regulation of cellular component organization (GO:0051130),2/114,0.03802332442060594,0.09421973513671256,0,0,6.811126373626373,22.269355743844745,RB1;AR
cellular response to lectin (GO:1990858),2/115,0.03863062032864137,0.09421973513671256,0,0,6.750510551395507,21.96420398471,PRKACG;RAF1
stimulatory C-type lectin receptor signaling pathway (GO:0002223),2/115,0.03863062032864137,0.09421973513671256,0,0,6.750510551395507,21.96420398471,PRKACG;RAF1
regulation of protein-containing complex assembly (GO:0043254),2/116,0.039241641378425486,0.09421973513671256,0,0,6.690958164642376,21.66543505189019,RB1;RAF1
androgen receptor signaling pathway (GO:0030521),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,AR
calcium ion import into cytosol (GO:1902656),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,CACNA2D1
regulation of dephosphorylation (GO:0035303),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,PPP1R17
cellular response to estrogen stimulus (GO:0071391),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,AR
regulation of extracellular matrix organization (GO:1903053),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,RB1
regulation of integrin activation (GO:0033623),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,RAP1B
regulation of phospholipase C activity (GO:1900274),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,ESR1
photoreceptor cell development (GO:0042461),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,DCX
establishment of spindle localization (GO:0051293),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,CFL1
fibrinolysis (GO:0042730),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,FGA
positive regulation of heterotypic cell-cell adhesion (GO:0034116),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,FGA
positive regulation of protein export from nucleus (GO:0046827),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,TP53
microvillus assembly (GO:0030033),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,RAP1B
mitochondrial RNA metabolic process (GO:0000959),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,FOXO3
myoblast differentiation (GO:0045445),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,RB1
protein kinase A signaling (GO:0010737),1/15,0.03975687424498529,0.09421973513671256,0,0,26.862533692722373,86.63093286520242,PRKACG
regulation of cellular response to stress (GO:0080135),2/118,0.04047476414438527,0.09567698699779624,0,0,6.574933687002653,21.086316017715763,CAMK2G;MTOR
innate immune response activating cell surface receptor signaling pathway (GO:0002220),2/119,0.04109681871092074,0.09690087457473444,0,0,6.518408941485864,20.805617778303198,PRKACG;RAF1
"negative regulation of transcription, DNA-templated (GO:0045892)",6/948,0.04172840484243827,0.09738741386322518,0,0,2.5217622080679405,8.010562274125574,RB1;AR;ERF;FOXO3;TP53;ESR1
positive regulation of programmed cell death (GO:0043068),3/286,0.04205955507728984,0.09738741386322518,0,0,4.087092080648514,12.950640697039171,BAD;FOXO3;TP53
regulation of cellular carbohydrate metabolic process (GO:0010675),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,BCKDK
regulation of ERBB signaling pathway (GO:1901184),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,ERBB2
regulation of establishment of cell polarity (GO:2000114),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,RAP1B
cellular response to corticosteroid stimulus (GO:0071384),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,ANXA1
regulation of hormone secretion (GO:0046883),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,ANXA1
regulation of interleukin-1 production (GO:0032652),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,ANXA1
positive regulation of vasoconstriction (GO:0045907),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,FGA
mitotic sister chromatid cohesion (GO:0007064),1/16,0.04235146953793646,0.09738741386322518,0,0,25.07044025157233,79.26651858378708,RB1
regulation of anatomical structure morphogenesis (GO:0022603),2/123,0.043621112707563775,0.1000592930995722,0,0,6.301652892561983,19.738125472583143,CFL1;ERBB2
cellular response to oxidative stress (GO:0034599),2/125,0.04490458082246664,0.10011631143013232,0,0,6.198561601000625,19.235472231305938,FOXO3;TP53
regulation of protein secretion (GO:0050708),2/125,0.04490458082246664,0.10011631143013232,0,0,6.198561601000625,19.235472231305938,FGA;KCNB1
negative regulation of ATPase activity (GO:0032780),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,TP53
activation of protein kinase A activity (GO:0034199),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,PRKACG
negative regulation of insulin secretion (GO:0046676),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,KCNB1
cellular response to gamma radiation (GO:0071480),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,TP53
regulation of Golgi organization (GO:1903358),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,MAP2K1
regulation of leukocyte migration (GO:0002685),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,ANXA1
gliogenesis (GO:0042063),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,ANXA1
positive regulation of regulated secretory pathway (GO:1903307),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,KCNB1
membrane depolarization during cardiac muscle cell action potential (GO:0086012),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,CACNA2D1
positive regulation of telomere capping (GO:1904355),1/17,0.04493918392504326,0.10011631143013232,0,0,23.50235849056604,72.91477862029602,NEK2
negative regulation of cell growth (GO:0030308),2/126,0.0455515647353355,0.10099619006951475,0,0,6.148263027295285,18.99143301565767,RB1;TP53
negative regulation of growth (GO:0045926),2/126,0.0455515647353355,0.10099619006951475,0,0,6.148263027295285,18.99143301565767,RB1;TP53
negative regulation of fibroblast proliferation (GO:0048147),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,TP53
regulation of B cell differentiation (GO:0045577),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,CD27
negative regulation of interleukin-8 production (GO:0032717),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,ANXA1
cell migration involved in sprouting angiogenesis (GO:0002042),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,NR4A1
negative regulation of peptide hormone secretion (GO:0090278),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,KCNB1
regulation of early endosome to late endosome transport (GO:2000641),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,MAP2K1
regulation of establishment or maintenance of cell polarity (GO:0032878),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,RAP1B
cellular response to glucocorticoid stimulus (GO:0071385),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,ANXA1
positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,ANXA1
regulation of transcription by RNA polymerase I (GO:0006356),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,ERBB2
regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,CACNA2D1
release of cytochrome c from mitochondria (GO:0001836),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,BAD
positive regulation of extracellular matrix organization (GO:1903055),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,RB1
leukocyte tethering or rolling (GO:0050901),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,ADD2
positive regulation of phosphoprotein phosphatase activity (GO:0032516),1/18,0.04752003528742647,0.10171915387562024,0,0,22.11875693673696,67.38709029166962,MTOR
actin filament capping (GO:0051693),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,ADD2
barbed-end actin filament capping (GO:0051016),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,ADD2
cardiac muscle cell contraction (GO:0086003),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,CACNA2D1
cellular response to glucagon stimulus (GO:0071377),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,PRKACG
negative regulation of RNA metabolic process (GO:0051253),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,ESR1
cellular response to interleukin-7 (GO:0098761),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,H3C13
regulation of mitochondrial membrane permeability (GO:0046902),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,BAD
pore complex assembly (GO:0046931),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,BAD
regulation of synaptic vesicle exocytosis (GO:2000300),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,RAP1B
response to fatty acid (GO:0070542),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,FOXO3
interleukin-7-mediated signaling pathway (GO:0038111),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,H3C13
leukocyte adhesion to vascular endothelial cell (GO:0061756),1/19,0.05009404144634451,0.10428146722672012,0,0,20.88888888888889,62.53826707779693,ADD2
regulation of cell motility (GO:2000145),2/133,0.050176335683900855,0.10428146722672012,0,0,5.817674691720494,17.40771465255104,ERBB2;RAF1
positive regulation of apoptotic process (GO:0043065),3/310,0.05126662433231675,0.10630958483196934,0,0,3.7629814140639968,11.178746597147123,BAD;FOXO3;TP53
branched-chain amino acid catabolic process (GO:0009083),1/20,0.05266122021570595,0.10752148039646336,0,0,19.788480635551142,58.25483230121243,BCKDK
branched-chain amino acid metabolic process (GO:0009081),1/20,0.05266122021570595,0.10752148039646336,0,0,19.788480635551142,58.25483230121243,BCKDK
regulation of protein localization to cell periphery (GO:1904375),1/20,0.05266122021570595,0.10752148039646336,0,0,19.788480635551142,58.25483230121243,AR
positive regulation of embryonic development (GO:0040019),1/20,0.05266122021570595,0.10752148039646336,0,0,19.788480635551142,58.25483230121243,CFL1
positive regulation of epithelial cell differentiation (GO:0030858),1/20,0.05266122021570595,0.10752148039646336,0,0,19.788480635551142,58.25483230121243,BAD
positive regulation of hormone secretion (GO:0046887),1/20,0.05266122021570595,0.10752148039646336,0,0,19.788480635551142,58.25483230121243,FGA
positive regulation of lymphocyte differentiation (GO:0045621),1/20,0.05266122021570595,0.10752148039646336,0,0,19.788480635551142,58.25483230121243,CD27
cilium assembly (GO:0060271),3/314,0.05288944485239969,0.10775064532429676,0,0,3.7138263665594855,10.916983830264504,DCX;CDK1;NEK2
regulation of cellular component organization (GO:0051128),2/139,0.05426992234060185,0.10985194110777396,0,0,5.561201572150477,16.204146400763,RAP1B;MTOR
calcium ion transport into cytosol (GO:0060402),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,CACNA2D1
cellular response to estradiol stimulus (GO:0071392),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,ESR1
cellular response to steroid hormone stimulus (GO:0071383),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,AR
response to glucagon (GO:0033762),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,PRKACG
positive regulation of immune system process (GO:0002684),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,ANXA1
sensory perception of pain (GO:0019233),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,KCNA2
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,TP53
positive regulation of phosphatase activity (GO:0010922),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,MTOR
positive regulation of transcription regulatory region DNA binding (GO:2000679),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,RB1
protein localization to chromatin (GO:0071168),1/21,0.05522158934050639,0.10985194110777396,0,0,18.79811320754717,54.4468793612393,ESR1
positive regulation of cellular catabolic process (GO:0031331),2/141,0.05566013819889164,0.11048775296318449,0,0,5.480630879911455,15.830753190036184,BAD;FOXO3
cellular response to oxygen-containing compound (GO:1901701),3/323,0.05663131903340279,0.11205246285038269,0,0,3.6077205882352943,10.358462484909642,RAP1B;ESR1;MTOR
negative regulation of DNA-binding transcription factor activity (GO:0043433),2/143,0.05706291045370099,0.11205246285038269,0,0,5.4023458810692855,15.470162676234262,RB1;ESR1
neuron development (GO:0048666),2/143,0.05706291045370099,0.11205246285038269,0,0,5.4023458810692855,15.470162676234262,RB1;DCX
regulation of cardiac muscle cell membrane repolarization (GO:0099623),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,CACNA2D1
regulation of chromosome organization (GO:0033044),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,RB1
negative regulation of phosphate metabolic process (GO:0045936),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,TP53
regulation of execution phase of apoptosis (GO:1900117),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,TP53
negative regulation of small molecule metabolic process (GO:0062014),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,BCKDK
neuronal action potential (GO:0019228),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,KCNA2
peptidyl-threonine dephosphorylation (GO:0035970),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,PPP2CB
positive regulation of translational initiation (GO:0045948),1/22,0.05777516652888407,0.11205246285038269,0,0,17.902066486972146,51.04230466405881,MTOR
positive regulation of cytosolic calcium ion concentration (GO:0007204),2/147,0.059905445116051205,0.11578328432737792,0,0,5.252254641909814,14.785033131037055,CACNA2D1;ESR1
regulation of calcium ion transmembrane transport (GO:1903169),1/23,0.06032196944504943,0.11578328432737792,0,0,17.087478559176674,47.98264634686218,CACNA2D1
blood vessel endothelial cell migration (GO:0043534),1/23,0.06032196944504943,0.11578328432737792,0,0,17.087478559176674,47.98264634686218,NR4A1
regulation of protein export from nucleus (GO:0046825),1/23,0.06032196944504943,0.11578328432737792,0,0,17.087478559176674,47.98264634686218,TP53
regulation of telomere capping (GO:1904353),1/23,0.06032196944504943,0.11578328432737792,0,0,17.087478559176674,47.98264634686218,NEK2
positive regulation of transferase activity (GO:0051347),2/148,0.06062366242637377,0.11612243792598193,0,0,5.216016859852476,14.620860343032804,ERBB2;NEK2
regulation of cell size (GO:0008361),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,MTOR
canonical glycolysis (GO:0061621),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,PFKL
DNA packaging (GO:0006323),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,TP53
establishment of mitotic spindle orientation (GO:0000132),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,CENPA
glucose catabolic process to pyruvate (GO:0061718),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,PFKL
response to gamma radiation (GO:0010332),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,TP53
heterochromatin assembly (GO:0031507),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,H3C13
positive regulation of neuron apoptotic process (GO:0043525),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,FOXO3
positive regulation of phospholipase activity (GO:0010518),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,ESR1
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,TP53
protein insertion into mitochondrial membrane (GO:0051204),1/24,0.06286201570363556,0.11773954150943032,0,0,16.343724364232976,45.22003200693963,BAD
regulation of dopamine secretion (GO:0014059),1/25,0.06539532289924611,0.12150450994679927,0,0,15.66194968553459,42.71490645721221,KCNA2
cellular response to hexose stimulus (GO:0071331),1/25,0.06539532289924611,0.12150450994679927,0,0,15.66194968553459,42.71490645721221,KCNB1
glycolytic process through glucose-6-phosphate (GO:0061620),1/25,0.06539532289924611,0.12150450994679927,0,0,15.66194968553459,42.71490645721221,PFKL
positive regulation of lipid metabolic process (GO:0045834),1/25,0.06539532289924611,0.12150450994679927,0,0,15.66194968553459,42.71490645721221,MTOR
negative regulation of macroautophagy (GO:0016242),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,MTOR
cellular response to drug (GO:0035690),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,TP53
regulation of mitotic metaphase/anaphase transition (GO:0030071),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,RB1
DNA geometric change (GO:0032392),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,ANXA1
endothelial cell development (GO:0001885),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,RAP1B
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,ANXA1
positive regulation of interleukin-2 production (GO:0032743),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,ANXA1
TOR signaling (GO:0031929),1/26,0.0679219085557706,0.12421152174864349,0,0,15.034716981132076,40.43431729208938,MTOR
supramolecular fiber organization (GO:0097435),3/351,0.06905514922030606,0.12584696742472387,0,0,3.312711291413117,8.854379810647949,FGA;MARCKS;H3C13
positive regulation of protein kinase B signaling (GO:0051897),2/161,0.07022528984281871,0.12584696742472387,0,0,4.78640541848089,12.71291669309357,ERBB2;ESR1
negative regulation of catalytic activity (GO:0043086),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,TP53
negative regulation of endothelial cell apoptotic process (GO:2000352),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,FGA
regulation of cell junction assembly (GO:1901888),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,RAP1B
cellular senescence (GO:0090398),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,MAP2K1
entrainment of circadian clock by photoperiod (GO:0043153),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,TP53
regulation of transcription regulatory region DNA binding (GO:2000677),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,RB1
regulation of vasculature development (GO:1901342),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,ERBB2
positive regulation of erythrocyte differentiation (GO:0045648),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,FOXO3
response to glucocorticoid (GO:0051384),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,ANXA1
positive regulation of mitotic cell cycle (GO:0045931),1/27,0.0704417901623858,0.12584696742472387,0,0,14.455732946298983,38.35060533159885,EIF4E
cellular response to acid chemical (GO:0071229),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,MTOR
cellular response to epidermal growth factor stimulus (GO:0071364),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,ERBB2
cytosolic calcium ion transport (GO:0060401),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,CACNA2D1
regulation of multicellular organismal development (GO:2000026),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,CDK1
regulation of phosphatase activity (GO:0010921),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,PPP1R17
regulation of plasma membrane bounded cell projection organization (GO:0120035),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,CAMK2G
regulation of postsynapse organization (GO:0099175),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,CFL1
photoperiodism (GO:0009648),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,TP53
regulation of small molecule metabolic process (GO:0062012),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,BCKDK
glycogen metabolic process (GO:0005977),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,GYS2
macromolecule catabolic process (GO:0009057),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,MTOR
positive regulation of response to wounding (GO:1903036),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,ANXA1
protein depolymerization (GO:0051261),1/28,0.07295498516431843,0.12715793849465634,0,0,13.919636617749823,36.44039305811433,CFL1
regulation of neuron projection development (GO:0010975),2/165,0.07327446891915697,0.1274756210222787,0,0,4.668003775365738,12.200028778679457,CFL1;CAMK2G
regulation of MAPK cascade (GO:0043408),2/166,0.07404344076426465,0.12857262891589133,0,0,4.639305816135084,12.076592375548062,MAP2K1;ERBB2
"regulation of transcription, DNA-templated (GO:0006355)",10/2244,0.075357497548038,0.12956166826883417,0,0,1.8019044518596887,4.658845323481672,RB1;AR;NR4A1;MAP2K1;RPS6KA1;ERBB2;ERF;FOXO3;TP53;ESR1
negative regulation of transferase activity (GO:0051348),1/29,0.07546151096326235,0.12956166826883417,0,0,13.421832884097036,34.683795119411634,TP53
"nucleotide-excision repair, preincision complex assembly (GO:0006294)",1/29,0.07546151096326235,0.12956166826883417,0,0,13.421832884097036,34.683795119411634,CDK7
establishment of endothelial barrier (GO:0061028),1/29,0.07546151096326235,0.12956166826883417,0,0,13.421832884097036,34.683795119411634,RAP1B
establishment of mitotic spindle localization (GO:0040001),1/29,0.07546151096326235,0.12956166826883417,0,0,13.421832884097036,34.683795119411634,CENPA
glycolytic process (GO:0006096),1/29,0.07546151096326235,0.12956166826883417,0,0,13.421832884097036,34.683795119411634,PFKL
cellular protein-containing complex assembly (GO:0034622),2/168,0.07558926178870627,0.12956166826883417,0,0,4.582947173308619,11.835190890705748,FGA;CENPA
"negative regulation of gene expression, epigenetic (GO:0045814)",1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,H3C13
cardiac muscle cell action potential (GO:0086001),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,CACNA2D1
CENP-A containing chromatin organization (GO:0061641),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,CENPA
CENP-A containing nucleosome assembly (GO:0034080),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,CENPA
regulation of protein localization to membrane (GO:1905475),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,AR
establishment of spindle orientation (GO:0051294),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,CENPA
positive regulation of endopeptidase activity (GO:0010950),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,MBP
regulation of vasoconstriction (GO:0019229),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,FGA
positive regulation of phosphate metabolic process (GO:0045937),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,AR
maintenance of blood-brain barrier (GO:0035633),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,MBP
termination of RNA polymerase I transcription (GO:0006363),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,CDK7
primary neural tube formation (GO:0014020),1/30,0.07796138492038997,0.130733080489246,0,0,12.958360442420298,33.06379625497651,VASP
positive regulation of protein phosphorylation (GO:0001934),3/371,0.0786273577476698,0.13151678995127705,0,0,3.1294757033248084,7.958368051410858,ERBB2;RAF1;TP53
positive regulation of ERK1 and ERK2 cascade (GO:0070374),2/172,0.07871187859301404,0.13151678995127705,0,0,4.47420814479638,11.373263504081194,FGA;MAP2K1
cation transport (GO:0006812),2/174,0.0802883718469711,0.13193907197336951,0,0,4.421735241502684,11.152193215564584,KCNA2;KCNA3
neuron differentiation (GO:0030182),2/174,0.0802883718469711,0.13193907197336951,0,0,4.421735241502684,11.152193215564584,MAP2K1;ERBB2
activation of protein kinase B activity (GO:0032148),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,MTOR
regulation of calcium ion-dependent exocytosis (GO:0017158),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,KCNB1
regulation of cellular component size (GO:0032535),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,MTOR
cardiac muscle cell action potential involved in contraction (GO:0086002),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,CACNA2D1
cellular response to cAMP (GO:0071320),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,RAP1B
peptide cross-linking (GO:0018149),1/31,0.08045462435891494,0.13193907197336951,0,0,12.525786163522012,31.56575680442027,ANXA1
